transcript_name,SpeakerName,Content,ResearcherName,Email,Institution,Final_Code,Consistency,vote_1,vote_2,vote_3,vote_4,vote_5,Original_coding,human_code
1005-04-Ag Unitized Report.xlsx,2,"All right, how about we just tentatively say No. 1 and then if you’re not happy with that, we can change it?",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,OFF
1005-04-Ag Unitized Report.xlsx,1,Yeah.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,So you said temperature was important to you?,,,,QR,Perfectly Consistent,QR,QR,QR,QR,QR,Test_Code,QR
1005-04-Ag Unitized Report.xlsx,1,Yeah.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,And you’d like?,,,,QP,Perfectly Consistent,QP,QP,QP,QP,QP,Test_Code,QP
1005-04-Ag Unitized Report.xlsx,1,"Well, just ‘cause with the ice cream shop, like I don’t want to have, like, a freezing store or anything.",,,,no code,Inconsistent,,,,,,Test_Code,SB
1005-04-Ag Unitized Report.xlsx,2,Yeah.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,1,"So, like, I was thinking 75, but I don’t know what works for you.",,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,OFF
1005-04-Ag Unitized Report.xlsx,2,75 would be okay.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,1,Yeah?,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QO
1005-04-Ag Unitized Report.xlsx,2,Yeah.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,1,Okay.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,And then what about website?  ,,,,P1,Perfectly Consistent,P1,P1,P1,P1,P1,Test_Code,QP
1005-04-Ag Unitized Report.xlsx,2,Do you have a preference?  ,,,,QP,Perfectly Consistent,QP,QP,QP,QP,QP,Test_Code,QP
1005-04-Ag Unitized Report.xlsx,2,Like do you?,,,,QP,Perfectly Consistent,QP,QP,QP,QP,QP,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,1,"I mean, it would be nice to have my brother.",,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,IP
1005-04-Ag Unitized Report.xlsx,2,Mm-hmm.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,1,Do the website.  ,,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,IP
1005-04-Ag Unitized Report.xlsx,1,But that I don’t feel as strongly about.  ,,,,IR,Perfectly Consistent,IR,IR,IR,IR,IR,Test_Code,IP
1005-04-Ag Unitized Report.xlsx,1,"But, I mean, this is, I come from a marketing standpoint.  ",,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,SB
1005-04-Ag Unitized Report.xlsx,1,I know this is all like whatever.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
1005-04-Ag Unitized Report.xlsx,2,Yeah.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,1,"But if you can get something for, like, 70 percent of the market price, that would actually be really, like, a good deal because website stuff can be like super, super pricey.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
1005-04-Ag Unitized Report.xlsx,2,Mm-hmm.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,1,"So like if we wanted to go in on, like, a website or whatever, then that would be, I think, the best way to do it, but.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,OFF
1005-04-Ag Unitized Report.xlsx,2,Yeah.  ,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,"I mean, I agree.  ",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,We can allow your brother to do our website.  ,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,"So both of us really care about the staff, so do you want to do design first, and then we can figure out staff?",,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,P1
1005-04-Ag Unitized Report.xlsx,1,Sure.  ,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,1,Sounds good.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,Okay.  ,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,So design.  ,,,,P1,Perfectly Consistent,P1,P1,P1,P1,P1,Test_Code,P1
1005-04-Ag Unitized Report.xlsx,2,What would you prefer for design?,,,,QP,Perfectly Consistent,QP,QP,QP,QP,QP,Test_Code,QP
1005-04-Ag Unitized Report.xlsx,1,"I would prefer the, I guess it’s the same one as yours, Design 4, like use 50 percent, it’s like 50-50.",,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,IP
1005-04-Ag Unitized Report.xlsx,2,Okay.  ,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,"Yeah, I can go with that.  ",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,That would be good. ,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2, And then the staff issue.  ,,,,P1,Perfectly Consistent,P1,P1,P1,P1,P1,Test_Code,P1
1005-04-Ag Unitized Report.xlsx,2,So what would you prefer for the staff?,,,,QP,Perfectly Consistent,QP,QP,QP,QP,QP,Test_Code,QM
1005-04-Ag Unitized Report.xlsx,1,Staff?  ,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,QM
1005-04-Ag Unitized Report.xlsx,1,"I put as my preferable one would be Staff 2, but even though it’s really important to me, I can.",,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,IP
1005-04-Ag Unitized Report.xlsx,2,I was kind of hoping for Staff 3.,,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,IP
1005-04-Ag Unitized Report.xlsx,1,"Yeah, that was another one that I said that I would be okay with, too, so I would definitely do that, too.",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,IP
1005-04-Ag Unitized Report.xlsx,2,"Okay, so Staff 3 would be okay?",,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,OFF
1005-04-Ag Unitized Report.xlsx,1,"Yeah, that would be good, too.",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,All right.  ,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,"I think that was, like, like I did the same thing. ",,,,SIM,Perfectly Consistent,SIM,SIM,SIM,SIM,SIM,Test_Code,SIM
1005-04-Ag Unitized Report.xlsx,2, I was like Staff 3 or 4.,,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,MISC
1005-04-Ag Unitized Report.xlsx,1,Yeah.  ,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,Sounds good.  ,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,1,I guess is that all of them?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QM
1005-04-Ag Unitized Report.xlsx,2,I think so. ,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2, I’ve just got to record this.  ,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
1005-04-Ag Unitized Report.xlsx,2,Do you want to do cold delivery or no?,,,,QP,Perfectly Consistent,QP,QP,QP,QP,QP,Test_Code,P1
1005-04-Ag Unitized Report.xlsx,1,We can talk about delivery.  ,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,P1
1005-04-Ag Unitized Report.xlsx,1,What are your thoughts on it?,,,,QP,Perfectly Consistent,QP,QP,QP,QP,QP,Test_Code,QP
1005-04-Ag Unitized Report.xlsx,2,I don’t really care.,,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,IP
1005-04-Ag Unitized Report.xlsx,1,"All right, well, I don’t care either.",,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,IP
1005-04-Ag Unitized Report.xlsx,2,"I don’t really have that much cold delivery stuff, and apparently, like, I already have a contract.  ",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SB
1005-04-Ag Unitized Report.xlsx,2,"Or wait, let me read this again.  ",,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
1005-04-Ag Unitized Report.xlsx,2,If I joined your cold delivery contract.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,OFF
1005-04-Ag Unitized Report.xlsx,1,Mm-hmm.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,"And, like, paid you.",,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,OFF
1005-04-Ag Unitized Report.xlsx,1,Yeah.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,"For the delivery, like my delivery costs, would you be okay with that?  ",,,,QP,Perfectly Consistent,QP,QP,QP,QP,QP,Test_Code,OFF
1005-04-Ag Unitized Report.xlsx,2,If we just like combined orders and then I’ll pay you directly instead of on the?,,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,OFF
1005-04-Ag Unitized Report.xlsx,1,"Yeah, yeah.  ",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,"I don’t really understand how the points go for that, though.",,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,MISC
1005-04-Ag Unitized Report.xlsx,1,Yeah.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,Like I don’t get it.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
1005-04-Ag Unitized Report.xlsx,1,"Like, like the number that I would throw out to you if we did that would be 6,000, so I don’t know how that goes with, like, what you’re paying now.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,OFF
1005-04-Ag Unitized Report.xlsx,2,"Each thousand of savings.  Yeah, that would be fine.",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,1,Six?  ,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QO
1005-04-Ag Unitized Report.xlsx,1,Okay.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,Yeah.  ,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,"It’s less than I was paying before, so.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
1005-04-Ag Unitized Report.xlsx,1,Perfect.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,Okay.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,1,Nice.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,2,Cool.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
1005-04-Ag Unitized Report.xlsx,1,I think we’re good.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,I’m Mike Osmoro [sp?].,Shivam Tyagi,shivam.tyagi@vanderbilt.edu,Vanderbilt,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,"I’m the Vice President of Operations for Les Florets, this region.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,Nice to meet you.,,,,MISC,Highly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,SELLER,I’m Manik [sp?] I’m the owner of this restaurant.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,Nice to meet you.,,,,MISC,Highly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,SELLER,"Me and my wife have been running this restaurant for over twelve years now and now we’re planning to offer this restaurant for sale, and that’s why we are here today.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,P1
Les Florets Group 3 SP02.xlsx,BUYER,"Yes, and I wanted to tell you that I actually would not normally be involved in this type of negotiation, but my purchasing manager wasn’t available and I actually can spend the summer in the area, so that’s why it was very convenient for me to meet with you.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,SELLER,"Okay, that’s nice for you to be here, and I hope we are able to come to a…",,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,Well let’s talk about that.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,P1
Les Florets Group 3 SP02.xlsx,BUYER,I did some research about your restaurant and yourself and I understand you’re one of our best managers and one of our most successful managers.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,P1
Les Florets Group 3 SP02.xlsx,BUYER,The restaurant is producing a lot of money…,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SF
Les Florets Group 3 SP02.xlsx,SELLER,Thank you for the compliment.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,"…and for you, so I really want to understand what’s driving you to sell your restaurant.",,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,"I would like to actually keep you as the owner of that restaurant and if there are other issues we can work on and help improve, I really want to keep you as the owner.",,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,IP
Les Florets Group 3 SP02.xlsx,BUYER,"We’re not really interested in buying at this point, but I do want to hear your story to see if we can resolve it in some other way.",,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,IP
Les Florets Group 3 SP02.xlsx,SELLER,Okay.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,SELLER,On our side we have a very good relationship with the company ever since we ____ this license.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,SELLER,"We ______, everything she wanted and it came up _____ Les Florets specifications, and ever since we’ve been managing it.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,SELLER,Presently we are looking at some other options.,,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,SELLER,We are not really interested in keeping the restaurant because we have one or two other options where we can make more money.,,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,IP
Les Florets Group 3 SP02.xlsx,SELLER,That’s the reason of actually…,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,What are some options?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QM
Les Florets Group 3 SP02.xlsx,BUYER,Can you tell me?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QM
Les Florets Group 3 SP02.xlsx,SELLER,We will basically be looking at some other lines ____ in the restaurant.,,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,Other lines of business?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QS
Les Florets Group 3 SP02.xlsx,SELLER,"Other lines of business, right.",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,"Okay, is that because you’re not satisfied with the return on the restaurant or that the money you’re making…?",,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QS
Les Florets Group 3 SP02.xlsx,SELLER,"Yes, there are some family considerations as well.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,SELLER,My wife has been assisting me.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,She’s no longer able to do that.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,So I thought might as well look at other options which are less _____ or which I could handle on my own.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,I have a couple of options with me.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,"Okay, because if it’s just the matter of additional help, I think maybe we can work with you on that.",,,,INT_PROC,Perfectly Consistent,INT_PROC,INT_PROC,INT_PROC,INT_PROC,INT_PROC,Test_Code,MU
Les Florets Group 3 SP02.xlsx,BUYER,"As I said, we really appreciate the job you’ve done for us.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,You’re one of our best managers and there aren’t a lot of other good managers in the area so I do want to keep you,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,IP
Les Florets Group 3 SP02.xlsx,BUYER,"If it’s a matter of getting additional help, that there’s another root causes of why you’re selling, if we can address those real issues, I’d really prefer to do that.",,,,INT_PROC,Perfectly Consistent,INT_PROC,INT_PROC,INT_PROC,INT_PROC,INT_PROC,Test_Code,IP
Les Florets Group 3 SP02.xlsx,SELLER,"No, I think basically as I said that I’m no longer interested in this line of business.",,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,DIS
Les Florets Group 3 SP02.xlsx,SELLER,"I have looked through some other options and they look pretty good to me, with ____ less of a labor, and I could make more money.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,"Well one other thing I would mention to you is that as we’re growing, you could have additional growth potential within the company, promotions and being a district manager and so on.",,,,CS,Consistent,INT_PROC,INT_PROC,CS,CS,CS,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,"_____ financial situation would improve, so if I could understand your financial goals, I could probably help you with that and at the same time with additional help, if you’re removed from the day-to-day operations, maybe some of the stress would go away.",,,,INT_PROC,Perfectly Consistent,INT_PROC,INT_PROC,INT_PROC,INT_PROC,INT_PROC,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,So I’d like to offer that.,,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,P1
Les Florets Group 3 SP02.xlsx,SELLER,"But you see, this is a license business.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SF
Les Florets Group 3 SP02.xlsx,SELLER,I’m not getting any salary from the company as such.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SF
Les Florets Group 3 SP02.xlsx,SELLER,It all depends on my efforts and that’s all.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,"Yes, and the problem I’m facing Manik [sp?] is that there’s not a lot of good skilled managers in the area.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,You are one of the best and I’d hate to lose that.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,"But the work force isn’t that qualified in this area, so it’d be very tough for me to replace your skills.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,"But I’m sure with the expertise you have, ______ basically the name, you have a lot of goodwill, and the name carries a lot of goodwill, ______ placement for me and ______ on your own_______ can improve on the business which I presently have.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,"Yeah, we really don’t want to get into that, business and running it on our own.",,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,IP
Les Florets Group 3 SP02.xlsx,BUYER,"We’ve got some limited operations where we own the company, own the restaurant, but we really want to have our local franchisees own and operate because they’re the closest to our customers",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,IP
Les Florets Group 3 SP02.xlsx,BUYER,"And as you know I have to approve, you can always sell the restaurant, but I have to approve, we have to approve the new owner to transfer the license.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,I’ve been in this area for a long time and there just aren’t any qualified people.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,It would be very tough I think for me to approve another Les Florets.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,"So I’m really not in a buying situation but you know, again, and I understand if you have a personal situation, you don’t want to talk about it, I understand.",,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,IN
Les Florets Group 3 SP02.xlsx,BUYER,"I’m not going to probe, but as business reasons I really want to help you understand those reasons and help you resolve them.",,,,INT_PROC,Perfectly Consistent,INT_PROC,INT_PROC,INT_PROC,INT_PROC,INT_PROC,Test_Code,IP
Les Florets Group 3 SP02.xlsx,BUYER,"But if you tell me that’s personal, I don’t walk to talk about it, I certainly respect that.",,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,But I just want to let you know I’m really not a buyer.,,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,"I mean in that case, I don’t know what we can do.",,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,SELLER,But essentially I think you have two options.,,,,SF,Consistent,SB,SB,SF,SF,SF,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,SELLER,You could run it on your own or you could license it to some other aspiring owner.,,,,CS,Consistent,SB,SB,CS,CS,CS,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,"Yeah, like I said though, there aren’t a lot of qualified people in the area.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,I mean there aren’t too many other successful restaurants.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SB
